title,overview,poster_path,vote_average,genre_ids
Amazon Jail,"Young women in the Amazon are kidnapped by a ring of devil-worshipers, who plan to sell them as sex slaves. Some of the women escape, but are pursued into the jungle by their captors. The women must band together to turn the tables on their kidnappers.",/ob0TfLdSvNvRCPM09a9E4iAbugX.jpg,4.34,"[53, 12, 28]"
Mardaani 3,"Officer Shivani Shivaji Roy returns to hunt down those behind the disappearance of young girls, risking everything to bring them back alive.",/dHxLBtHw4InwsVumnthupZYz6NM.jpg,7.45,"[28, 80, 53]"
Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,6.909,"[18, 10749, 14]"
Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,7.626,"[18, 878, 9648]"
28 Years Later,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",/n5FygjEppOvac6yEaowi26nTyw3.jpg,6.614,"[27, 53, 878]"
Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,8.239,"[18, 53, 9648, 28]"
Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,8.177,"[9648, 53]"
3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",/66A9MqXOyVFCssoloscw79z8Tew.jpg,7.998,"[18, 35]"
Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,8.125,"[80, 53, 18]"
Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",/oN0o3owobFjePDc5vMdLRAd0jkd.jpg,7.072,"[18, 35, 10749]"
John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,/wXqWR7dHncNRbxoEGybEy7QTe9h.jpg,7.455,"[28, 53]"
Closer,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,/fGGaokx4k00S0J603VG53Qlr9jz.jpg,6.834,"[18, 10749]"
La fotógrafa,"Inna, a young post-mortem photographer, arrives at a remote orphanage in northern Spain to capture the final image of Alejandra, a girl found dead under mysterious circumstances. But as her lens lingers on the tragedy, Inna begins to sense a dark presence within the orphanage's walls-an evil that refuses to remain hidden and threatens to make her its next subject.",/95pZ9yB5SABddzaINITvZd7SvER.jpg,4.0,"[27, 53]"
Thriller 40,"Forty years after the release of Michael Jackson’s ‘Thriller,’ the best-selling album of all-time, director Nelson George takes fans back in time to the making of a pop masterpiece, featuring never-before-seen footage and candid interviews.",/5LOKk1Ca1YaCb3EjTEMDJdPbQxN.jpg,8.617,"[99, 10402]"
No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/6d5XOczc226jECq0LIX0siKtgHR.jpg,8.0,"[80, 53, 37]"
American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",/5P68by2Thn8wHAziyWGEw2O7hco.jpg,6.605,"[35, 10749]"
Good Will Hunting,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.",/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,8.162,[18]
Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",/rNaBe4TwbMef71sgscqabpGKsxh.jpg,7.037,"[18, 28, 12, 36, 10752]"
Despicable Me,"Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his scheme. However, as Gru bonds with the girls, his cold, villainous exterior begins to melt.",/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg,7.258,"[16, 35, 80, 10751, 878]"
The King's Warden,"In a remote mountain village of 15th-century Joseon, humble headman Heung-do hears a rumor that any village hosting an exiled nobleman will be blessed with abundance and fortune. Hoping to bring prosperity to his impoverished community, he eagerly submits a petition to host one—unaware that his guest is none other than the fallen monarch, deposed boy-king Danjong.",/3CnVA1jAA64Q3qNVAW8DekCu19b.jpg,7.3,"[36, 18]"
Hope,"In the remote South Korean village of Hope Harbor, police chief Bum-seok and officer Sung-ae are called to investigate a mysterious creature wreaking havoc on the community. But all is not as it seems, and perceptions can be misleading. What begins as ignorance plants the seed of disaster, escalating through human conflict into a tragedy of cosmic proportions.",/1n37BJchWHLiSYQkuFxe5KjB951.jpg,0.0,"[878, 9648, 28]"
Unfaithful,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,/bjiHEhuiwhIygzjczbTPAA07cGc.jpg,6.696,"[53, 18, 10749]"
Good Boy,"Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",/nXWewAZxRAr9jYNe2uypLlyPehl.jpg,7.3,"[53, 18, 9648]"
"The Gangster, the Cop, the Devil","After barely surviving a brutal attack by a sadistic serial killer, crime boss Jang Dong-su is left humiliated. Determined to catch the killer known as K, he forms an uneasy alliance with Jung Tae-seok, a relentless and incorruptible detective who often disrupts his illegal business. However, while Jang Dong-su wants K dead, Jung Tae-suk is determined to bring him to justice. With a deal in place—whoever finds K first will decide his fate—the hunt begins, blurring the lines between crime and law.",/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg,7.9,"[28, 80, 53]"
The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,7.577,"[878, 28, 12]"
Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,7.03,"[16, 12, 35, 10751]"
Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg,6.752,"[12, 28, 878]"
Scream,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,7.43,"[80, 27, 9648]"
10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,7.592,"[35, 10749, 18]"
Door,"Yasuko, a housewife, lives in an urban high-rise apartment with her husband Satoru and her son Takuto.  Annoyed by spam calls and door-to-door salesmen, Yasuko slams the door on a salesman’s hand when he tries to squeeze a flyer through the apartment's chained front door. He leaves, but the next day, her nightmare starts.",/uNTZ9vp32AYd6kcAcm63jVg6u44.jpg,6.019,"[27, 9648, 53]"
Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,6.777,"[10749, 35]"
Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,8.382,"[18, 80]"
Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,7.581,"[28, 878, 35]"
Agak Laen: Menyala Pantiku!,"After repeatedly failing their missions, Detectives Bene, Boris, Jegel, and Oki are given one last chance: to go undercover in a nursing home in search of a fugitive wanted for the murder of the mayor’s child.",/fPJ9OjLgAQoLZrPeL6ZfQwNkfPK.jpg,8.7,"[35, 80, 18, 9648]"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,7.137,"[12, 10751, 14]"
Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,7.363,"[28, 12, 878]"
Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,7.333,"[16, 10751, 35, 14]"
The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,6.616,"[28, 878, 12]"
The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,8.393,"[12, 28, 878]"
Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,8.2,"[18, 53, 10752]"
Shaolin Soccer,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,/z6ZQqwoxWy9muIxwUP4K2zWw7BU.jpg,7.2,"[28, 35]"
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,7.217,"[28, 80, 53]"
Za honban: Aidoru kashu-hen,A story of girls afflicted with idol syndrome who will do anything to get a job in the industry and the men who take advantage of them. They are more than willing to sacrifice their bodies to make that stage debut.,/o5ST5VIhOlt3pbhvBlwoA0y5fK8.jpg,4.7,[18]
American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,7.4,"[53, 18, 80]"
Supergirl,"When an unexpected and ruthless adversary strikes too close to home, Kara Zor-El, aka Supergirl, reluctantly joins forces with an unlikely companion on an epic, interstellar journey of vengeance and justice.",/niSvU02l2BONH9ivubV6K1a5QiK.jpg,0.0,"[28, 12, 878]"
Once Upon a Time... in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,7.422,"[35, 18, 53]"
Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,/h893ImjM6Fsv5DFhKJdlZFZIJno.jpg,6.205,"[28, 53]"
Animal,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg,6.119,"[28, 80, 18]"
Mulan,"When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for.",/jAbexAtB0aSfP5Ay4TpWHARyVnG.jpg,7.902,"[16, 10751, 12]"
Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,7.93,"[878, 12, 28]"
Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",/oLxWocqheC8XbXbxqJ3x422j9PW.jpg,4.318,"[10751, 14]"
Avengers: Doomsday,Beloved heroes from three distinct universes are set on a deadly collision course and face an existential threat unlike anything they've ever encountered.,/8HkIe2i4ScpCkcX9SzZ9IPasqWV.jpg,0.0,"[878, 28, 12]"
A Serbian Film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,5.443,"[80, 27, 53]"
Shrek 2,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots.",/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,7.315,"[16, 35, 10751, 14, 10749]"
Tuklas,"The first Bisaya VMX Original stars true-blooded Bisaya Skye Gonzaga. When IT officer Chris Alvarado uncovers a financial scandal at work, he faces a moral dilemma: exposing the truth or giving in to Anna, a seductive sales manager promising success and intimacy.",/pJiNDWSEguOY8m5x2vbgnl9DPme.jpg,7.0,[18]
Last Tango in Paris,A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.,/dNgdUdNOWfHsZI3lDu6Epig7H2P.jpg,6.9,"[18, 10749]"
Cannibal Mukbang,"Shy and looking for love, Mark quickly becomes smitten with the outgoing and mysterious Ash. But as his feelings for her intensify, so does his unexpected submersion into Ash's biggest love: the wild world of mukbanging. And with it, lots of bloodshed.",/f30neqyKxshsD9T5bCGenqVSkjf.jpg,4.5,"[27, 35, 10749]"
Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",/oGythE98MYleE6mZlGs5oBGkux1.jpg,7.3,"[28, 35, 80]"
How to Make a Killing,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.",/vxMeKC7o5Gi8IHMi6lUgsdprTqv.jpg,7.1,"[35, 53]"
Tuner,A talented piano tuner's life is turned upside down when he discovers that his meticulous skills for tuning pianos can equally be applied to cracking safes.,/kyM60vcgf7lfofmZB4F5Rj7OrHW.jpg,6.8,"[80, 53]"
Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,6.441,"[28, 12, 53]"
Hai Jawani Toh Ishq Hona Hai,"When Jass leaves his marriage over conflicting priorities, a new romance abroad is upended by shocking revelations, forcing him to confront love, loyalty, and the true meaning of commitment.",/vmlJvz6qVzYgei2V74GvnmcuQfW.jpg,0.0,"[10749, 35]"
Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,5.893,"[28, 14]"
Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,6.926,"[28, 878, 12]"
Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",/ldfCF9RhR40mppkzmftxapaHeTo.jpg,7.4,"[10751, 35, 12, 16]"
Exit 8,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?",/nQXYTvm6AY4WmtcPskroqC7Skh.jpg,6.72,"[27, 9648]"
Manji Mai 3: I will let you go Paradise Jodo,"The female ninja butterfly was the daughter of a large store five years ago. The butterfly is in love with the Ronin Kurokawa Gennoshin, and one night he abandons everything and leaves the house to be with him, but he…",/mvyxrQtti8b8fn5ZoAc36VcwArt.jpg,0.0,[18]
I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,7.215,"[18, 878, 53]"
Cannibal Holocaust,A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,/otxZzMh53TsN7yYFqSZ3rwH1yMd.jpg,6.264,[27]
Primate,"College student Lucy and her friends spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",/rKleYiEj4pFqxedTRWfujLooi84.jpg,6.492,"[27, 53]"
Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,7.055,"[878, 12, 28]"
Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,7.454,"[28, 878, 12]"
Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,7.7,"[10749, 10751, 16, 14]"
Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,8.09,"[28, 12, 14]"
The Exorcist,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",/5x0CeVHJI8tcDx8tUUwYHQSNILq.jpg,7.743,"[27, 18]"
Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,6.18,"[16, 10751, 12, 35]"
La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,7.898,"[35, 18, 10749]"
Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,7.553,"[878, 28, 12, 53]"
Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,6.769,"[12, 14, 28]"
From the Ashes,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",/aEUH2ECoZHvSmoMzJpca0STF2CZ.jpg,0.0,"[18, 80, 9648]"
Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",/2uSWRTtCG336nuBiG8jOTEUKSy8.jpg,7.161,"[27, 878]"
Erotic Ghost Story III,"A wanderer meets a monk with magical powers and becomes entranced by a mural of exquisite dancing women. He enters the painting, unaware of the conspiracy behind it, and must rescue the women who are trapped within.",/2b1Y6NbZenY45DgC5CwncoLkpo.jpg,5.597,"[27, 18, 14]"
Mirror,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg,7.952,"[18, 36]"
Bad Sister,"As a top student at St. Adeline's Catholic Boarding School, Zoe senses that something is not quite right about the school's new nun-- a sense proven to be true when it is revealed the ""good' nun is an imposter with a fatal attraction to Zoe's brother.",/jKrIlgfJPIWNeowaOZPBZuOPmq0.jpg,6.591,"[53, 10770]"
"Madrid, 1987","In 1987 Madrid, the unexpected encounter between a seasoned journalist and a young student leads to a profound exploration of love, desire, politics, power, and discovery of each other.",/iWKT0kFQKyptvjIrB2RTkNUHDdu.jpg,6.5,[18]
Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",/o8UhmEbWPHmTUxP0lMuCoqNkbB3.jpg,8.053,"[18, 10749]"
Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,6.834,"[878, 35, 12]"
Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,7.622,"[9648, 53, 27]"
Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,/9f2Q0U3IOsLgrI2HkvldwSABZy5.jpg,7.495,"[28, 12, 14]"
Hayok,"A feisty thriller about a fiercely independent woman who becomes the obsession of a contractor desperate to possess her. But when betrayal turns violent, she strikes back with a revenge that destroys his pride and control.",/i4FFY9mskUpJLnLXQwZSTn3f1Ek.jpg,7.0,[18]
Playdate,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another.",/fGodXWqJkkkbSebPIlxLSygV8GY.jpg,6.1,"[28, 35, 10751]"
The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,7.724,"[28, 12, 16, 10751]"
The Voyeurs,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",/8Y4XOIWhpOvSOEn8XrxbkH9yAXO.jpg,6.526,[53]
Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,7.005,"[28, 12, 878]"
The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,7.478,"[28, 18, 9648, 53]"
Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",/6jmppcaubzLF8wkXM36ganVISCo.jpg,8.092,"[16, 10751, 18, 10402, 14]"
Jennifer's Body,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg,5.995,"[27, 35]"
